Bangladesh	Total	Male	Female
Total	5067.331902	3618.834323	1448.497579
2007			
 0-4	108.173495	55.323429	52.850065
 5-9	39.323010	20.114159	19.208851
 10-14 	10.462668	5.335199	5.127469
 15-19 	471.360571	263.121636	208.238935
 20-24 	1069.029338	664.960006	404.069332
 25-29 	1141.991841	779.637077	362.354764
 30-34 	947.777282	700.750552	247.026730
 35-39 	753.665349	585.777884	167.887465
 40-44 	575.406131	453.798113	121.608018
 45-49 	336.045048	266.500771	69.544276
 50-54 	134.174413	108.459797	25.714616
 55-59 	46.333183	39.385642	6.947540
 60-64 	12.729804	11.725349	1.004455
 65-69 	2.108746	2.041105	0.067641
 70-74 	0.240754	0.233396	0.007358
 75-79 	0.123400	0.112168	0.011232
 80+ 	0.038847	0.035767	0.003081
Total	5648.983880	3957.312052	1691.671828
2008			
 0-4	119.482088	61.114764	58.367325
 5-9	48.389167	24.753597	23.635570
 10-14 	14.895663	7.597849	7.297815
 15-19 	498.064157	269.938344	228.125812
 20-24 	1146.192370	692.234873	453.957497
 25-29 	1259.705817	837.969869	421.735948
 30-34 	1066.360480	772.677368	293.683112
 35-39 	831.993768	635.101963	196.891805
 40-44 	642.343645	499.816915	142.526730
 45-49 	383.845653	300.547854	83.297799
 50-54 	157.235075	125.616272	31.618803
 55-59 	53.618914	45.249476	8.369438
 60-64 	14.801285	13.503416	1.297869
 65-69 	2.650626	2.548798	0.101828
 70-74 	0.322387	0.313149	0.009238
 75-79 	0.134837	0.122134	0.012703
 80+ 	0.044339	0.040650	0.003689
Total	6240.080272	4289.147290	1950.932981
2009			
 0-4	132.642882	67.859594	64.783287
 5-9	58.132500	29.741371	28.391129
 10-14 	20.413492	10.415203	9.998289
 15-19 	526.892354	277.388405	249.503949
 20-24 	1223.112642	717.927910	505.184732
 25-29 	1381.390028	896.536755	484.853272
 30-34 	1198.596490	852.497684	346.098806
 35-39 	932.079740	700.380220	231.699520
 40-44 	709.558751	545.346216	164.212535
 45-49 	442.136692	343.133542	99.003149
 50-54 	187.557909	148.652067	38.905842
 55-59 	63.495582	53.356263	10.139320
 60-64 	17.773698	16.101490	1.672208
 65-69 	3.405978	3.255689	0.150289
 70-74 	0.446625	0.434404	0.012221
 75-79 	0.151118	0.136807	0.014311
 80+ 	0.051832	0.047442	0.004389
Total	6897.838311	4663.211061	2234.627249
2010			
 0-4	146.843770	75.150553	71.693217
 5-9	69.416114	35.522595	33.893519
 10-14 	27.179173	13.871705	13.307467
 15-19 	557.971573	285.626919	272.344654
 20-24 	1300.263182	742.475176	557.788006
 25-29 	1500.498990	950.472886	550.026104
 30-34 	1336.343263	933.263312	403.079951
 35-39 	1027.532998	759.314902	268.218096
 40-44 	787.543706	598.014748	189.528958
 45-49 	504.195670	387.935355	116.260315
 50-54 	221.137527	173.908733	47.228794
 55-59 	74.715337	62.485574	12.229764
 60-64 	21.167261	19.066052	2.101209
 65-69 	4.265852	4.053369	0.212483
 70-74 	0.606710	0.589987	0.016722
 75-79 	0.171090	0.155033	0.016058
 80+ 	0.059133	0.054007	0.005126
Total	7579.911349	5041.960905	2537.950444
2011			
 0-4	166.335142	85.162714	81.172429
 5-9	82.648159	42.312795	40.335364
 10-14 	35.329917	18.041734	17.288182
 15-19 	593.929266	299.021524	294.907743
 20-24 	1382.600984	771.660039	610.940946
 25-29 	1618.609842	1002.956764	615.653078
 30-34 	1477.133768	1014.212470	462.921299
 35-39 	1145.379118	834.428701	310.950417
 40-44 	855.839064	641.641839	214.197225
 45-49 	564.245437	430.294293	133.951145
 50-54 	257.630056	201.232909	56.397147
 55-59 	87.720026	72.981147	14.738879
 60-64 	25.088596	22.488777	2.599819
 65-69 	5.275318	4.982558	0.292760
 70-74 	0.818424	0.794898	0.023525
 75-79 	0.198536	0.180634	0.017902
 80+ 	0.066048	0.060162	0.005886
Total	8298.847701	5442.453958	2856.393743
2012			
 0-4	185.224914	94.871259	90.353655
 5-9	97.912892	50.153528	47.759364
 10-14 	44.908963	22.950813	21.958151
 15-19 	633.302293	315.862888	317.439405
 20-24 	1470.388777	806.233772	664.155004
 25-29 	1740.067443	1057.432504	682.634940
 30-34 	1628.988249	1099.713818	529.274431
 35-39 	1275.369809	916.913828	358.455981
 40-44 	936.647330	693.737739	242.909591
 45-49 	633.759810	479.466291	154.293519
 50-54 	299.854376	232.319974	67.534402
 55-59 	104.272496	86.081007	18.191489
 60-64 	29.989925	26.709361	3.280564
 65-69 	6.541504	6.129245	0.412259
 70-74 	1.103325	1.068821	0.034504
 75-79 	0.238181	0.218148	0.020033
 80+ 	0.073833	0.067079	0.006754
Total	9088.644121	5889.930075	3198.714046
2013			
 0-4	205.873185	105.472950	100.400235
 5-9	112.577012	57.691892	54.885120
 10-14 	55.819725	28.552242	27.267484
 15-19 	679.119929	337.054488	342.065441
 20-24 	1570.014878	848.058129	721.956750
 25-29 	1879.516860	1116.725295	762.791565
 30-34 	1788.540132	1181.874913	606.665219
 35-39 	1424.688317	1005.294042	419.394275
 40-44 	1031.524835	749.547077	281.977758
 45-49 	710.135886	527.760401	182.375485
 50-54 	346.008948	262.906161	83.102787
 55-59 	124.194338	100.625295	23.569043
 60-64 	35.695413	31.353376	4.342037
 65-69 	7.992912	7.400133	0.592778
 70-74 	1.447688	1.393992	0.053695
 75-79 	0.291984	0.269019	0.022965
 80+ 	0.082813	0.074560	0.008253
Total	9973.524854	6362.053964	3611.470889
2014			
 0-4	216.429093	110.899242	105.529851
 5-9	128.342686	65.802148	62.540537
 10-14 	64.305931	32.895419	31.410512
 15-19 	718.246372	354.724762	363.521611
 20-24 	1669.386510	890.080661	779.305848
 25-29 	2022.534182	1174.082210	848.451972
 30-34 	1957.959022	1262.716944	695.242078
 35-39 	1591.031405	1099.074299	491.957106
 40-44 	1150.823446	818.454543	332.368904
 45-49 	781.721111	568.416732	213.304379
 50-54 	401.478457	298.077324	103.401133
 55-59 	149.774858	118.773438	31.001420
 60-64 	42.984386	37.118113	5.866273
 65-69 	9.914695	9.056774	0.857921
 70-74 	1.910152	1.826339	0.083813
 75-79 	0.367434	0.340598	0.026837
 80+ 	0.094076	0.084029	0.010047
Total	10907.303816	6842.423575	4064.880240
2015			
 0-4	234.676309	120.338433	114.337876
 5-9	151.773311	77.897287	73.876024
 10-14 	76.925110	39.381495	37.543615
 15-19 	743.126906	364.994452	378.132454
 20-24 	1761.362177	929.018843	832.343334
 25-29 	2164.636321	1231.492495	933.143825
 30-34 	2128.017159	1340.447583	787.569576
 35-39 	1767.860693	1197.117056	570.743636
 40-44 	1269.028975	883.754052	385.274923
 45-49 	874.057406	623.588269	250.469136
 50-54 	465.592820	338.372292	127.220528
 55-59 	180.406955	139.944177	40.462778
 60-64 	52.246953	44.267626	7.979327
 65-69 	12.337120	11.102782	1.234338
 70-74 	2.490594	2.359920	0.130674
 75-79 	0.469444	0.437640	0.031804
 80+ 	0.109370	0.097269	0.012101
Total	11885.117622	7344.611672	4540.505950
2016			
 0-4	273.463623	140.315718	133.147904
 5-9	185.367286	95.277370	90.089916
 10-14 	92.488317	47.414919	45.073399
 15-19 	776.034998	378.809318	397.225680
 20-24 	1852.251556	969.026369	883.225187
 25-29 	2312.908247	1294.984198	1017.924050
 30-34 	2309.852434	1423.832793	886.019640
 35-39 	1959.444916	1301.917198	657.527717
 40-44 	1425.726031	975.144894	450.581136
 45-49 	963.220596	674.809598	288.410998
 50-54 	535.719912	381.747691	153.972222
 55-59 	217.282495	165.026386	52.256109
 60-64 	64.137856	53.229187	10.908669
 65-69 	15.489265	13.723589	1.765676
 70-74 	3.227019	3.025691	0.201328
 75-79 	0.612564	0.573308	0.039256
 80+ 	0.129950	0.115658	0.014292
Total	12987.357064	7918.973886	5068.383178
2017			
 0-4	309.447792	158.777582	150.670211
 5-9	216.962423	111.628363	105.334060
 10-14 	109.198672	56.069426	53.129246
 15-19 	811.039638	393.453122	417.586516
 20-24 	1944.073935	1009.988401	934.085534
 25-29 	2466.091701	1363.035423	1103.056278
 30-34 	2500.466141	1511.932389	988.533751
 35-39 	2165.878868	1413.769361	752.109507
 40-44 	1598.952307	1075.722368	523.229939
 45-49 	1069.030343	736.121910	332.908433
 50-54 	618.096527	433.349628	184.746900
 55-59 	260.784241	194.158584	66.625657
 60-64 	79.408300	64.512921	14.895379
 65-69 	19.519398	17.024105	2.495293
 70-74 	4.170107	3.863498	0.306609
 75-79 	0.809476	0.758865	0.050611
 80+ 	0.158190	0.141422	0.016768
Total	14174.088060	8544.307369	5629.780691
2018			
 0-4	334.875567	171.862690	163.012877
 5-9	247.775441	127.553083	120.222358
 10-14 	126.263672	64.918239	61.345434
 15-19 	849.874503	409.695822	440.178681
 20-24 	2037.632363	1051.885420	985.746943
 25-29 	2625.431125	1436.503290	1188.927835
 30-34 	2703.930608	1608.375708	1095.554901
 35-39 	2385.671068	1530.881348	854.789721
 40-44 	1796.928544	1191.350080	605.578464
 45-49 	1192.642097	808.392138	384.249959
 50-54 	708.941240	490.014289	218.926951
 55-59 	311.196098	227.279940	83.916157
 60-64 	98.885239	78.638758	20.246481
 65-69 	24.644590	21.150032	3.494558
 70-74 	5.387224	4.925349	0.461875
 75-79 	1.074129	1.006073	0.068055
 80+ 	0.197439	0.177740	0.019699
Total	15451.350948	9224.609999	6226.740949
2019			
 0-4	362.251104	185.950246	176.300858
 5-9	289.414647	149.123813	140.290834
 10-14 	148.912500	76.692304	72.220196
 15-19 	886.502581	424.543198	461.959383
 20-24 	2129.511528	1092.352837	1037.158691
 25-29 	2789.033815	1513.459098	1275.574717
 30-34 	2917.115596	1711.779869	1205.335727
 35-39 	2618.409305	1653.465037	964.944269
 40-44 	2019.413141	1321.535320	697.877821
 45-49 	1347.114404	900.656769	446.457635
 50-54 	797.391817	543.653816	253.738001
 55-59 	370.579988	265.910479	104.669509
 60-64 	123.280128	96.016663	27.263465
 65-69 	31.166058	26.299164	4.866895
 70-74 	6.965947	6.278540	0.687407
 75-79 	1.421089	1.326612	0.094477
 80+ 	0.252081	0.228720	0.023361
Total	16838.735730	9969.272483	6869.463248
2020			
 0-4	390.554406	200.506550	190.047855
 5-9	333.041940	171.821982	161.219958
 10-14 	174.584129	90.077826	84.506303
 15-19 	919.618384	437.736392	481.881993
 20-24 	2218.446683	1130.184894	1088.261790
 25-29 	2952.727154	1591.525761	1361.201393
 30-34 	3135.772908	1819.545587	1316.227321
 35-39 	2861.874246	1780.499825	1081.374421
 40-44 	2263.187956	1463.729620	799.458335
 45-49 	1505.329293	993.107556	512.221737
 50-54 	911.936465	614.850132	297.086333
 55-59 	440.517705	311.060275	129.457430
 60-64 	153.119850	116.882455	36.237395
 65-69 	39.546903	32.780430	6.766473
 70-74 	9.009147	8.001016	1.008132
 75-79 	1.868868	1.734904	0.133963
 80+ 	0.328533	0.300298	0.028235
Total	18311.464569	10764.345503	7547.119066
2021			
 0-4	442.230885	227.081572	215.149313
 5-9	381.351988	196.895173	184.456815
 10-14 	202.821780	104.884880	97.936899
 15-19 	942.526021	446.974217	495.551804
 20-24 	2297.756065	1162.507714	1135.248351
 25-29 	3104.043677	1663.013771	1441.029906
 30-34 	3348.390276	1924.451777	1423.938499
 35-39 	3105.070250	1904.882429	1200.187821
 40-44 	2513.377524	1606.489026	906.888498
 45-49 	1700.418726	1108.933313	591.485413
 50-54 	1017.337538	677.461852	339.875686
 55-59 	514.797790	357.895443	156.902347
 60-64 	188.505285	141.110349	47.394937
 65-69 	50.139474	40.756337	9.383137
 70-74 	11.638317	10.179852	1.458466
 75-79 	2.433559	2.241664	0.191895
 80+ 	0.434377	0.399265	0.035111
Total	19823.273532	11576.158634	8247.114898
2022			
 0-4	518.486556	266.240728	252.245829
 5-9	434.757081	224.594546	210.162535
 10-14 	235.599750	122.108350	113.491400
 15-19 	959.835902	454.063838	505.772064
 20-24 	2361.276275	1187.031542	1174.244733
 25-29 	3239.183907	1724.695791	1514.488117
 30-34 	3551.455058	2023.307448	1528.147610
 35-39 	3340.815433	2022.075711	1318.739722
 40-44 	2765.650331	1746.485176	1019.165155
 45-49 	1902.628651	1226.584394	676.044257
 50-54 	1135.755094	746.534372	389.220722
 55-59 	599.326207	410.901676	188.424531
 60-64 	229.658684	168.623510	61.035174
 65-69 	63.587310	50.622829	12.964481
 70-74 	14.975072	12.895669	2.079403
 75-79 	3.152634	2.875466	0.277167
 80+ 	0.577295	0.532457	0.044839
Total	21356.721239	12390.173501	8966.547738
2023			
 0-4	593.628924	304.771016	288.857908
 5-9	491.169490	253.854891	237.314600
 10-14 	271.445565	140.925467	130.520098
 15-19 	974.380924	460.243567	514.137357
 20-24 	2409.396576	1204.213759	1205.182817
 25-29 	3358.254919	1776.873638	1581.381281
 30-34 	3742.932282	2115.362987	1627.569294
 35-39 	3571.625435	2134.713148	1436.912287
 40-44 	3014.176484	1879.033865	1135.142619
 45-49 	2118.618147	1350.688802	767.929344
 50-54 	1264.750105	820.345992	444.404113
 55-59 	688.591732	465.784272	222.807459
 60-64 	276.378882	198.983204	77.395679
 65-69 	80.490891	62.707638	17.783253
 70-74 	19.184585	16.251705	2.932879
 75-79 	4.075420	3.673164	0.402256
 80+ 	0.767021	0.708106	0.058916
Total	22879.867382	13189.135223	9690.732160
2024			
 0-4	660.752076	339.176075	321.576000
 5-9	548.961001	283.685467	265.275534
 10-14 	316.921716	164.860563	152.061153
 15-19 	991.865960	468.358376	523.507585
 20-24 	2436.563226	1211.935289	1224.627937
 25-29 	3459.594643	1818.684540	1640.910103
 30-34 	3920.939748	2198.936119	1722.003629
 35-39 	3795.835333	2242.644737	1553.190596
 40-44 	3257.146457	2003.449380	1253.697077
 45-49 	2345.955107	1479.187714	866.767393
 50-54 	1416.331716	906.944407	509.387309
 55-59 	771.222329	514.316392	256.905937
 60-64 	330.164189	233.217288	96.946901
 65-69 	101.423676	77.307925	24.115751
 70-74 	24.502064	20.392924	4.109140
 75-79 	5.267108	4.683282	0.583826
 80+ 	1.014808	0.935333	0.079475
Total	24384.461158	13968.715812	10415.745346
2025			
 0-4	712.456487	365.689442	346.767045
 5-9	618.445416	319.017344	299.428071
 10-14 	368.621549	191.905641	176.715908
 15-19 	1013.696024	478.775522	534.920502
 20-24 	2451.239316	1214.432224	1236.807092
 25-29 	3546.203188	1851.741467	1694.461721
 30-34 	4084.077839	2273.847741	1810.230098
 35-39 	4011.202059	2344.551844	1666.650215
 40-44 	3493.642095	2119.580059	1374.062036
 45-49 	2580.540526	1608.698701	971.841825
 50-54 	1562.105308	986.356003	575.749304
 55-59 	876.359868	576.775292	299.584576
 60-64 	392.226502	272.010503	120.215999
 65-69 	126.702929	94.487426	32.215502
 70-74 	31.271528	25.529377	5.742151
 75-79 	6.801376	5.959076	0.842300
 80+ 	1.334727	1.225066	0.109662
Total	25876.926737	14730.582730	11146.344007
2026			
 0-4	745.453794	382.611513	362.842281
 5-9	693.284366	357.587439	335.696927
 10-14 	418.225141	218.015902	200.209239
 15-19 	1037.358468	490.208720	547.149748
 20-24 	2454.964904	1212.554716	1242.410187
 25-29 	3616.899266	1876.092106	1740.807161
 30-34 	4229.123125	2337.637507	1891.485618
 35-39 	4217.020877	2440.696966	1776.323912
 40-44 	3724.410944	2228.702449	1495.708495
 45-49 	2817.587547	1735.541031	1082.046516
 50-54 	1741.761946	1086.090041	655.671905
 55-59 	970.570766	629.632095	340.938671
 60-64 	457.653161	311.754628	145.898533
 65-69 	156.717277	114.394836	42.322441
 70-74 	39.874585	31.870819	8.003765
 75-79 	8.785725	7.579386	1.206339
 80+ 	1.745125	1.591136	0.153990
Total	27331.437017	15462.561288	11868.875729
2027			
 0-4	769.295355	394.801727	374.493627
 5-9	771.616748	398.115812	373.500936
 10-14 	467.338325	243.720191	223.618134
 15-19 	1065.643084	504.154203	561.488880
 20-24 	2452.513419	1208.430069	1244.083350
 25-29 	3669.938896	1891.299385	1778.639510
 30-34 	4357.215051	2391.083542	1966.131509
 35-39 	4411.719811	2529.618445	1882.101367
 40-44 	3946.902305	2330.270667	1616.631638
 45-49 	3054.442059	1857.985867	1196.456191
 50-54 	1927.173664	1186.578672	740.594992
 55-59 	1077.120199	688.213013	388.907186
 60-64 	532.055158	356.580105	175.475054
 65-69 	191.677884	136.991497	54.686387
 70-74 	50.821113	39.712486	11.108627
 75-79 	11.312276	9.602216	1.710060
 80+ 	2.275640	2.056254	0.219386
Total	28759.060987	16169.214152	12589.846835
2028			
 0-4	789.947613	405.372965	384.574648
 5-9	847.477356	437.454563	410.022793
 10-14 	517.764333	269.994027	247.770306
 15-19 	1097.271648	519.665909	577.605739
 20-24 	2451.156245	1205.741291	1245.414954
 25-29 	3704.016467	1897.236446	1806.780021
 30-34 	4467.792585	2433.906868	2033.885717
 35-39 	4593.251561	2610.522698	1982.728863
 40-44 	4163.568240	2426.653262	1736.914978
 45-49 	3286.253845	1972.234269	1314.019576
 50-54 	2124.915468	1292.232745	832.682723
 55-59 	1193.685217	751.061898	442.623319
 60-64 	610.661019	402.876446	207.784573
 65-69 	231.587466	162.030423	69.557043
 70-74 	64.662298	49.359763	15.302535
 75-79 	14.519091	12.113692	2.405398
 80+ 	2.967218	2.651424	0.315794
Total	30161.497670	16851.108688	13310.388982
2029			
 0-4	807.810654	414.536649	393.274005
 5-9	916.232615	473.167687	443.064928
 10-14 	568.066993	296.529705	271.537288
 15-19 	1134.279575	538.515185	595.764390
 20-24 	2455.114545	1206.187326	1248.927218
 25-29 	3715.473594	1892.652095	1822.821499
 30-34 	4560.287152	2465.845973	2094.441180
 35-39 	4759.887154	2681.745353	2078.141801
 40-44 	4373.127521	2517.996858	1855.130663
 45-49 	3511.423304	2077.845818	1433.577486
 50-54 	2332.550262	1401.066104	931.484158
 55-59 	1331.288749	825.391400	505.897350
 60-64 	683.213424	443.374575	239.838849
 65-69 	277.775440	190.397233	87.378207
 70-74 	81.897329	61.065426	20.831903
 75-79 	18.596027	15.228075	3.367951
 80+ 	3.871006	3.414554	0.456451
Total	31530.895343	17504.960017	14025.935326
2030			
 0-4	823.344868	422.526685	400.818183
 5-9	967.581886	500.538032	467.043854
 10-14 	626.419098	327.690617	298.728481
 15-19 	1175.208074	560.097449	615.110625
 20-24 	2468.834786	1211.757167	1257.077619
 25-29 	3710.742399	1880.950740	1829.791659
 30-34 	4636.291233	2487.938177	2148.353056
 35-39 	4910.719341	2743.473079	2167.246262
 40-44 	4573.043588	2602.709350	1970.334238
 45-49 	3729.393971	2174.903759	1554.490212
 50-54 	2546.309303	1510.051985	1036.257318
 55-59 	1463.318180	892.805732	570.512448
 60-64 	777.000342	496.737453	280.262890
 65-69 	331.351362	222.693547	108.657815
 70-74 	102.820669	74.895995	27.924674
 75-79 	23.820326	19.110186	4.710140
 80+ 	5.044148	4.386465	0.657682
Total	32871.243574	18133.266417	14737.977157
2031			
 0-4	837.086288	429.610288	407.476000
 5-9	991.884905	513.348566	478.536339
 10-14 	691.333929	362.192899	329.141030
 15-19 	1218.322655	582.922119	635.400536
 20-24 	2490.152251	1221.541183	1268.611068
 25-29 	3694.400171	1864.654698	1829.745472
 30-34 	4694.552006	2500.225897	2194.326109
 35-39 	5042.269367	2793.071546	2249.197821
 40-44 	4762.816142	2681.222816	2081.593327
 45-49 	3941.244579	2264.877562	1676.367017
 50-54 	2761.859190	1615.953205	1145.905984
 55-59 	1626.810901	978.476438	648.334463
 60-64 	860.677389	541.318864	319.358525
 65-69 	387.995390	255.817615	132.177775
 70-74 	127.791416	90.993300	36.798117
 75-79 	30.504876	23.927985	6.576891
 80+ 	6.569194	5.626590	0.942604
Total	34166.270650	18725.781570	15440.489080
2032			
 0-4	849.675322	436.105304	413.570018
 5-9	1009.130324	522.253949	486.876375
 10-14 	760.739944	398.964008	361.775936
 15-19 	1258.672740	604.457540	654.215200
 20-24 	2520.569348	1236.184533	1284.384815
 25-29 	3673.461723	1847.468664	1825.993059
 30-34 	4732.758661	2501.997380	2230.761281
 35-39 	5155.960753	2831.601484	2324.359269
 40-44 	4940.990022	2752.086836	2188.903186
 45-49 	4144.568258	2347.319932	1797.248326
 50-54 	2976.640939	1717.189405	1259.451534
 55-59 	1795.419365	1064.418284	731.001082
 60-64 	956.167382	591.326615	364.840767
 65-69 	452.727949	293.362846	159.365103
 70-74 	157.025201	109.344241	47.680960
 75-79 	39.063791	29.913953	9.149838
 80+ 	8.524920	7.185086	1.339834
Total	35432.096642	19291.180061	16140.916581
2033			
 0-4	861.492188	442.195601	419.296587
 5-9	1028.061222	532.085595	495.975627
 10-14 	829.201672	435.272773	393.928899
 15-19 	1303.820614	628.562573	675.258041
 20-24 	2553.077304	1252.049689	1301.027615
 25-29 	3654.978718	1832.736968	1822.241750
 30-34 	4749.381717	2493.065665	2256.316053
 35-39 	5251.291333	2858.922220	2392.369113
 40-44 	5105.401656	2814.501103	2290.900553
 45-49 	4341.861570	2424.465664	1917.395907
 50-54 	3186.337113	1810.465170	1375.871943
 55-59 	1975.360369	1154.718335	820.642034
 60-64 	1060.968755	645.136315	415.832441
 65-69 	521.420586	332.279442	189.141144
 70-74 	190.575664	129.769632	60.806031
 75-79 	49.949604	37.311727	12.637877
 80+ 	11.029951	9.136472	1.893479
Total	36674.210035	19832.674942	16841.535092
2034			
 0-4	873.065550	448.145799	424.919751
 5-9	1045.822815	541.337308	504.485506
 10-14 	892.034956	468.616436	423.418520
 15-19 	1354.223377	655.294784	698.928593
 20-24 	2584.682420	1267.724435	1316.957985
 25-29 	3645.816029	1823.828214	1821.987815
 30-34 	4742.103066	2472.821810	2269.281256
 35-39 	5328.093563	2875.069869	2453.023694
 40-44 	5254.427070	2866.827576	2387.599494
 45-49 	4532.015488	2496.572000	2035.443488
 50-54 	3389.483638	1895.460445	1494.023193
 55-59 	2164.396969	1247.581462	916.815507
 60-64 	1184.689230	708.800507	475.888723
 65-69 	585.260991	366.497133	218.763857
 70-74 	229.603874	153.017972	76.585902
 75-79 	63.578674	46.326873	17.251801
 80+ 	14.248124	11.580227	2.667897
Total	37883.545835	20345.502852	17538.042983
2035			
 0-4	884.814807	454.172245	430.642562
 5-9	1061.951588	549.743453	512.208136
 10-14 	940.275502	494.246552	446.028950
 15-19 	1414.626810	687.304493	727.322317
 20-24 	2614.394408	1282.900507	1331.493901
 25-29 	3650.612449	1822.610019	1828.002430
 30-34 	4716.637361	2444.438315	2272.199046
 35-39 	5387.402843	2880.863805	2506.539038
 40-44 	5387.306025	2909.418664	2477.887361
 45-49 	4712.274306	2561.843980	2150.430326
 50-54 	3585.643277	1972.274060	1613.369217
 55-59 	2359.144275	1340.341012	1018.803263
 60-64 	1304.126762	766.701650	537.425112
 65-69 	668.045558	411.821251	256.224306
 70-74 	275.119730	179.620064	95.499666
 75-79 	80.212552	57.023505	23.189047
 80+ 	18.413066	14.655321	3.757745
Total	39061.001320	20829.978898	18231.022422
2036			
 0-4	896.982736	460.404850	436.577886
 5-9	1076.980703	557.566585	519.414118
 10-14 	972.665272	511.435105	461.230167
 15-19 	1483.807254	724.270082	759.537172
 20-24 	2647.343114	1299.736643	1347.606471
 25-29 	3664.118339	1826.327825	1837.790514
 30-34 	4679.424549	2411.349844	2268.074705
 35-39 	5427.993022	2876.410613	2551.582409
 40-44 	5500.492918	2939.662637	2560.830281
 45-49 	4882.337887	2620.872059	2261.465828
 50-54 	3775.877652	2042.275616	1733.602037
 55-59 	2555.711777	1430.159124	1125.552653
 60-64 	1451.701919	840.222591	611.479328
 65-69 	742.305653	449.795334	292.510319
 70-74 	323.418573	206.980311	116.438262
 75-79 	100.168051	69.527359	30.640692
 80+ 	23.802058	18.515564	5.286494
Total	40205.131477	21285.512141	18919.619336
2037			
 0-4	909.623552	466.879303	442.744249
 5-9	1091.498778	565.104140	526.394638
 10-14 	994.819709	523.610907	471.208802
 15-19 	1551.830209	760.881496	790.948712
 20-24 	2679.096145	1316.092348	1363.003796
 25-29 	3688.803622	1836.193855	1852.609767
 30-34 	4638.802820	2378.110327	2260.692493
 35-39 	5447.169707	2860.823534	2586.346173
 40-44 	5595.684394	2958.871348	2636.813046
 45-49 	5040.901055	2672.293102	2368.607953
 50-54 	3957.845987	2105.050232	1852.795754
 55-59 	2751.681849	1515.610452	1236.071398
 60-64 	1604.317420	914.066479	690.250941
 65-69 	827.353552	492.520784	334.832768
 70-74 	378.871520	238.139300	140.732220
 75-79 	123.658551	83.848144	39.810406
 80+ 	30.755310	23.348901	7.406409
Total	41312.714179	21711.444652	19601.269527
2038			
 0-4	922.669835	473.566546	449.103289
 5-9	1105.988180	572.606325	533.381854
 10-14 	1014.279129	534.041507	480.237622
 15-19 	1605.600807	790.045546	815.555261
 20-24 	2724.399056	1339.389739	1385.009317
 25-29 	3715.558693	1847.553477	1868.005217
 30-34 	4602.590659	2348.379164	2254.211494
 35-39 	5443.389226	2833.941323	2609.447902
 40-44 	5672.510881	2967.086059	2705.424822
 45-49 	5185.874395	2715.417858	2470.456536
 50-54 	4133.952749	2162.650166	1971.302584
 55-59 	2943.164961	1593.792009	1349.372952
 60-64 	1767.438400	991.696364	775.742037
 65-69 	920.951511	538.588719	382.362791
 70-74 	437.953784	270.549078	167.404706
 75-79 	150.777435	99.868003	50.909433
 80+ 	39.661693	29.364093	10.297600
Total	42386.761395	22108.535975	20278.225419
2039			
 0-4	936.047203	480.430404	455.616800
 5-9	1120.775468	580.247657	540.527811
 10-14 	1031.744592	543.306278	488.438314
 15-19 	1647.843141	813.028238	834.814903
 20-24 	2779.848157	1367.581194	1412.266963
 25-29 	3739.292044	1857.726726	1881.565318
 30-34 	4578.231886	2326.176552	2252.055334
 35-39 	5415.213223	2795.743182	2619.470041
 40-44 	5731.027456	2964.570723	2766.456734
 45-49 	5315.956615	2748.873590	2567.083025
 50-54 	4303.202909	2215.413281	2087.789628
 55-59 	3128.820982	1664.470147	1464.350835
 60-64 	1939.128016	1071.586115	867.541901
 65-69 	1031.473840	593.103645	438.370195
 70-74 	493.145681	299.164016	193.981664
 75-79 	182.506838	118.199831	64.307007
 80+ 	50.907945	36.755765	14.152180
Total	43425.165996	22476.377344	20948.788652
2040			
 0-4	949.642126	487.413005	462.229121
 5-9	1136.095471	588.157470	547.938001
 10-14 	1047.718968	551.766165	495.952804
 15-19 	1680.452591	830.707015	849.745576
 20-24 	2838.743713	1397.455595	1441.288118
 25-29 	3760.818472	1867.274756	1893.543716
 30-34 	4570.342019	2313.454921	2256.887098
 35-39 	5368.432531	2749.588997	2618.843534
 40-44 	5772.148247	2952.172939	2819.975307
 45-49 	5430.440331	2773.105792	2657.334539
 50-54 	4463.073903	2261.766259	2201.307644
 55-59 	3308.275423	1727.748747	1580.526676
 60-64 	2116.420377	1151.449499	964.970878
 65-69 	1138.917031	642.970522	495.946509
 70-74 	565.038596	337.263349	227.775248
 75-79 	219.735670	139.298592	80.437078
 80+ 	64.810224	45.638942	19.171282
Total	44431.105694	22817.232564	21613.873130
2041			
 0-4	963.307510	494.437068	468.870443
 5-9	1152.050729	596.396442	555.654288
 10-14 	1062.756619	559.720417	503.036202
 15-19 	1702.181666	842.644691	859.536974
 20-24 	2899.098660	1428.574528	1470.524132
 25-29 	3785.631872	1878.324913	1907.306959
 30-34 	4572.694723	2306.568004	2266.126719
 35-39 	5310.821112	2699.684746	2611.136366
 40-44 	5794.690071	2930.105468	2864.584603
 45-49 	5526.012878	2785.796159	2740.216718
 50-54 	4613.396879	2302.390491	2311.006389
 55-59 	3482.466896	1784.837131	1697.629765
 60-64 	2295.862683	1228.825955	1067.036729
 65-69 	1271.410022	706.209726	565.200296
 70-74 	629.941877	369.370229	260.571649
 75-79 	259.410026	161.074795	98.335231
 80+ 	81.757748	56.186285	25.571464
Total	45403.491973	23131.147048	22272.344925
2042			
 0-4	976.959578	501.457570	475.502008
 5-9	1168.548289	604.923918	563.624371
