Vietnam	Total	Male	Female
 80+ 	121.519554	76.691439	44.828116
Total	3400.963927	2579.031364	821.932563
2044			
 0-4	2.244968	1.159947	1.085021
 5-9	2.819713	1.469709	1.350004
 10-14 	2.420583	1.276406	1.144178
 15-19 	5.637632	3.540072	2.097560
 20-24 	19.018385	15.028882	3.989503
 25-29 	51.288979	43.910429	7.378551
 30-34 	99.705132	87.122554	12.582577
 35-39 	150.142867	131.549245	18.593622
 40-44 	179.440615	158.949484	20.491130
 45-49 	243.891255	211.192702	32.698552
 50-54 	396.906264	326.408126	70.498137
 55-59 	535.490584	406.271806	129.218778
 60-64 	575.140971	403.845687	171.295284
 65-69 	451.808740	316.832522	134.976218
 70-74 	319.307395	225.755037	93.552358
 75-79 	201.456744	140.224149	61.232595
 80+ 	136.886980	86.717897	50.169084
Total	3373.607806	2561.254656	812.353150
2045			
 0-4	2.116490	1.093576	1.022913
 5-9	2.715087	1.415316	1.299770
 10-14 	2.383581	1.257115	1.126467
 15-19 	5.467028	3.433714	2.033314
 20-24 	18.287601	14.500953	3.786649
 25-29 	49.517710	42.493473	7.024237
 30-34 	96.528572	84.935150	11.593422
 35-39 	149.003301	130.888803	18.114498
 40-44 	179.954740	159.644302	20.310437
 45-49 	228.981447	200.206168	28.775279
 50-54 	360.839669	300.296214	60.543455
 55-59 	506.212549	390.679139	115.533409
 60-64 	571.676941	403.755773	167.921169
 65-69 	470.310149	327.010886	143.299263
 70-74 	332.957130	233.847402	99.109728
 75-79 	213.885379	148.883955	65.001423
 80+ 	152.839235	97.092645	55.746590
Total	3343.676608	2541.434585	802.242023
2046			
 0-4	1.982812	1.024517	0.958294
 5-9	2.601413	1.356201	1.245211
 10-14 	2.339091	1.233872	1.105219
 15-19 	5.337786	3.352163	1.985622
 20-24 	17.640313	14.010223	3.630090
 25-29 	47.819471	41.107893	6.711578
 30-34 	93.985443	83.097245	10.888199
 35-39 	146.452150	129.156709	17.295441
 40-44 	181.475820	161.159033	20.316787
 45-49 	217.927489	192.235947	25.691542
 50-54 	326.749417	275.039487	51.709930
 55-59 	476.391024	373.548797	102.842227
 60-64 	560.006659	399.568197	160.438463
 65-69 	488.033784	336.859916	151.173868
 70-74 	347.124853	242.176099	104.948754
 75-79 	226.046943	156.785810	69.261133
 80+ 	169.103003	107.845179	61.257823
Total	3311.017471	2519.557289	791.460182
2047			
 0-4	1.844273	0.952947	0.891326
 5-9	2.479010	1.292528	1.186482
 10-14 	2.285587	1.205850	1.079737
 15-19 	5.237535	3.288015	1.949520
 20-24 	17.102449	13.588542	3.513907
 25-29 	46.045460	39.653116	6.392345
 30-34 	92.246054	81.712464	10.533589
 35-39 	143.034272	126.733451	16.300821
 40-44 	182.910048	162.608095	20.301953
 45-49 	210.901932	187.270176	23.631756
 50-54 	296.745146	252.540517	44.204628
 55-59 	444.931165	354.124884	90.806280
 60-64 	541.811173	391.982355	149.828818
 65-69 	503.370187	345.528571	157.841616
 70-74 	361.383001	250.251270	111.131731
 75-79 	238.231585	164.470393	73.761191
 80+ 	185.914250	118.936593	66.977657
Total	3276.473125	2496.139768	780.333357
2048			
 0-4	1.699252	0.878030	0.821222
 5-9	2.347784	1.224249	1.123535
 10-14 	2.222449	1.172716	1.049733
 15-19 	5.155199	3.234285	1.920914
 20-24 	16.682793	13.248112	3.434681
 25-29 	44.608687	38.424791	6.183896
 30-34 	90.112858	79.952468	10.160391
 35-39 	139.352428	124.091493	15.260935
 40-44 	184.169634	163.814765	20.354869
 45-49 	207.450183	184.961381	22.488802
 50-54 	271.553777	233.613705	37.940072
 55-59 	411.851441	332.408760	79.442681
 60-64 	519.287602	381.826596	137.461006
 65-69 	513.896332	351.916045	161.980286
 70-74 	376.316676	258.493320	117.823356
 75-79 	250.491845	172.012930	78.478915
 80+ 	203.040641	130.090948	72.949693
Total	3240.239580	2471.364595	768.874986
2049			
 0-4	1.559785	0.805959	0.753826
 5-9	2.211276	1.153191	1.058086
 10-14 	2.150480	1.134891	1.015589
 15-19 	5.082674	3.186331	1.896343
 20-24 	16.380659	12.989612	3.391047
 25-29 	43.488471	37.419774	6.068698
 30-34 	87.816264	77.944062	9.872202
 35-39 	136.320248	121.823002	14.497246
 40-44 	184.113368	164.006548	20.106820
 45-49 	206.409781	184.602360	21.807421
 50-54 	251.946951	218.826235	33.120716
 55-59 	378.019458	309.024812	68.994646
 60-64 	493.848960	369.423718	124.425242
 65-69 	518.022266	355.535387	162.486878
 70-74 	392.276702	267.143369	125.133333
 75-79 	262.867024	179.346751	83.520273
 80+ 	220.306434	141.234425	79.072009
Total	3202.820801	2445.600426	757.220376
2050			
 0-4	1.430168	0.738982	0.691186
 5-9	2.072931	1.081142	0.991788
 10-14 	2.071358	1.093261	0.978097
 15-19 	5.012240	3.140172	1.872068
 20-24 	16.196456	12.811304	3.385151
 25-29 	42.506629	36.499734	6.006895
 30-34 	85.699608	75.980585	9.719023
 35-39 	133.283903	119.530139	13.753764
 40-44 	183.420073	163.568417	19.851655
 45-49 	207.582098	185.746306	21.835791
 50-54 	237.569289	208.182994	29.386295
 55-59 	344.215611	284.829356	59.386255
 60-64 	466.921176	355.617302	111.303874
 65-69 	514.852980	355.573606	159.279374
 70-74 	408.754615	275.884319	132.870296
 75-79 	274.465768	185.952008	88.513760
 80+ 	238.413900	152.788401	85.625499
Total	3164.468803	2419.018032	745.450771
