Need for ART by age			
	Vietnam_test		
 75-79 	161.815455	132.346785	29.468670
 80+ 	71.863424	64.307321	7.556103
Total	16915.692996	14146.977226	2768.715768
2007			
 0-4	629.690644	329.794300	299.896343
 5-9	7.376028	3.839217	3.536811
 10-14 	0.000000	0.000000	0.000000
 15-19 	7.007862	4.103138	2.904723
 20-24 	300.828087	205.740473	95.087614
 25-29 	1933.176080	1483.297464	449.878616
 30-34 	3341.197889	2723.859616	617.338273
 35-39 	3752.893927	3161.809755	591.084172
 40-44 	3435.226505	2932.437752	502.788753
 45-49 	3215.444387	2723.982594	491.461793
 50-54 	2061.016299	1706.281328	354.734971
 55-59 	907.649632	727.749875	179.899757
 60-64 	425.969847	336.870976	89.098870
 65-69 	303.369933	247.465148	55.904785
 70-74 	267.903879	220.778437	47.125442
 75-79 	199.030616	157.578055	41.452561
 80+ 	91.138319	79.078468	12.059852
Total	20878.919934	17044.666596	3834.253336
2008			
 0-4	631.403920	331.397666	300.006254
 5-9	27.851943	14.521855	13.330088
 10-14 	0.000000	0.000000	0.000000
 15-19 	7.221998	4.092354	3.129644
 20-24 	314.097364	205.978379	108.118985
 25-29 	2205.835856	1627.766436	578.069420
 30-34 	4045.497453	3194.838621	850.658832
 35-39 	4670.426985	3835.627547	834.799438
 40-44 	4335.396976	3617.159253	718.237723
 45-49 	4026.244171	3341.750525	684.493647
 50-54 	2703.951118	2184.719892	519.231226
 55-59 	1249.347449	976.148152	273.199297
 60-64 	542.459545	413.878642	128.580903
 65-69 	366.112032	288.389677	77.722355
 70-74 	311.368144	249.097064	62.271080
 75-79 	248.773626	190.650961	58.122665
 80+ 	118.816058	99.269377	19.546681
Total	25804.804638	20575.286401	5229.518238
2009			
 0-4	658.831360	345.467459	313.363901
 5-9	69.880343	36.539091	33.341253
 10-14 	0.000000	0.000000	0.000000
 15-19 	7.607679	4.158094	3.449585
 20-24 	320.800880	203.084946	117.715935
 25-29 	2481.819657	1771.598155	710.221502
 30-34 	4890.878670	3757.603775	1133.274894
 35-39 	5855.050830	4711.094837	1143.955993
 40-44 	5529.912134	4534.437788	995.474346
 45-49 	5084.600039	4161.793367	922.806672
 50-54 	3591.156711	2857.207168	733.949543
 55-59 	1735.603786	1334.813960	400.789827
 60-64 	722.365819	538.428579	183.937239
 65-69 	453.549209	347.679307	105.869902
 70-74 	368.908356	288.698778	80.209578
 75-79 	311.534909	233.739829	77.795080
 80+ 	159.300864	128.757963	30.542901
Total	32241.801246	25255.103096	6986.698151
2010			
 0-4	692.089649	362.803627	329.286021
 5-9	137.947341	72.237895	65.709446
 10-14 	0.257687	0.134678	0.123009
 15-19 	104.848421	56.710601	48.137821
 20-24 	1983.314102	1239.997170	743.316931
 25-29 	7790.500263	5451.835497	2338.664766
 30-34 	13135.615293	9938.518253	3197.097039
 35-39 	15290.792534	12160.383604	3130.408930
 40-44 	13298.687603	10801.416893	2497.270710
 45-49 	10618.666945	8611.115954	2007.550991
 50-54 	6956.712639	5483.800395	1472.912244
 55-59 	3509.554847	2678.310922	831.243924
 60-64 	1465.146573	1085.088455	380.058117
 65-69 	853.624486	647.272955	206.351531
 70-74 	677.108053	522.214818	154.893235
 75-79 	578.860816	430.552591	148.308225
 80+ 	296.645077	237.666059	58.979019
Total	77390.372329	59780.060367	17610.311959
2011			
 0-4	728.351384	381.606456	346.744928
 5-9	230.281113	120.623030	109.658083
 10-14 	1.466051	0.766951	0.699100
 15-19 	99.430914	53.532086	45.898828
 20-24 	1875.830848	1149.510582	726.320266
 25-29 	7818.300732	5350.114819	2468.185913
 30-34 	14031.643672	10407.468828	3624.174843
 35-39 	16896.951972	13248.791188	3648.160784
 40-44 	14994.912785	12052.051869	2942.860916
 45-49 	12099.890879	9747.328540	2352.562340
 50-54 	8271.385845	6493.242915	1778.142930
 55-59 	4331.273706	3289.867393	1041.406314
 60-64 	1849.497703	1361.470447	488.027256
 65-69 	976.552637	728.330504	248.222133
 70-74 	738.433727	562.790771	175.642957
 75-79 	636.354420	469.136582	167.217838
 80+ 	364.075558	284.760729	79.314829
Total	85944.633946	65701.393690	20243.240258
2012			
 0-4	770.171509	402.937125	367.234384
 5-9	346.019098	181.553299	164.465799
 10-14 	6.967273	3.635118	3.332154
 15-19 	96.717660	52.356519	44.361141
 20-24 	1763.448591	1067.052259	696.396332
 25-29 	7688.230204	5150.125707	2538.104496
 30-34 	14677.024407	10664.976233	4012.048175
 35-39 	18251.360555	14086.138321	4165.222234
 40-44 	16589.000840	13175.692015	3413.308826
 45-49 	13499.140906	10786.258364	2712.882542
 50-54 	9553.907145	7465.452001	2088.455144
 55-59 	5202.342247	3929.959317	1272.382929
 60-64 	2315.840564	1695.834218	620.006345
 65-69 	1106.174424	810.711051	295.463372
 70-74 	797.431427	599.594418	197.837008
 75-79 	676.552674	494.084921	182.467753
 80+ 	435.520323	332.715153	102.805169
Total	93775.849847	70899.076039	22876.773803
2013			
 0-4	759.504901	397.237157	362.267744
 5-9	457.933842	240.423561	217.510281
 10-14 	26.377242	13.783487	12.593755
 15-19 	96.956904	52.429918	44.526986
 20-24 	1649.730806	992.110004	657.620802
 25-29 	7452.607010	4889.349673	2563.257337
 30-34 	15049.584897	10688.739785	4360.845112
 35-39 	19342.002076	14641.624039	4700.378037
 40-44 	18051.237487	14121.563355	3929.674132
 45-49 	14802.471796	11695.552164	3106.919632
 50-54 	10738.970866	8328.595305	2410.375561
 55-59 	6099.148732	4570.498823	1528.649908
 60-64 	2850.180615	2071.149039	779.031577
 65-69 	1253.575534	901.043904	352.531630
 70-74 	854.708901	631.535841	223.173059
 75-79 	701.625278	506.023681	195.601597
 80+ 	506.288231	377.361271	128.926960
Total	100692.905118	75119.021007	25573.884110
2014			
 0-4	632.368523	330.447909	301.920614
 5-9	566.107384	297.481148	268.626236
 10-14 	66.261785	34.781937	31.479848
 15-19 	101.332500	54.446179	46.886321
 20-24 	1532.387184	920.395668	611.991515
 25-29 	7137.698303	4609.302472	2528.395831
 30-34 	15127.596609	10516.421664	4611.174945
 35-39 	20123.867613	14953.046985	5170.820628
 40-44 	19315.139773	14895.176897	4419.962875
 45-49 	15952.629023	12476.190271	3476.438751
 50-54 	11756.301107	9058.044455	2698.256653
 55-59 	6977.762210	5198.672547	1779.089664
 60-64 	3408.547349	2462.306095	946.241254
 65-69 	1432.447355	1014.665688	417.781668
 70-74 	906.897745	658.951529	247.946216
 75-79 	714.798744	510.175018	204.623726
 80+ 	568.605059	414.840010	153.765049
Total	106320.748266	78405.346472	27915.401794
2015			
 0-4	460.717154	241.016442	219.700713
 5-9	644.659640	339.231294	305.428346
 10-14 	130.742196	68.955707	61.786488
 15-19 	110.493726	58.670353	51.823373
 20-24 	1403.229406	844.527804	558.701602
 25-29 	6783.111294	4337.852931	2445.258363
 30-34 	14972.063016	10218.391937	4753.671079
 35-39 	20704.342163	15119.945668	5584.396494
 40-44 	20478.149616	15586.971170	4891.178446
 45-49 	17000.413631	13173.944705	3826.468926
 50-54 	12654.751034	9695.228211	2959.522823
 55-59 	7846.325987	5824.351465	2021.974522
 60-64 	3978.713528	2861.218306	1117.495223
 65-69 	1663.071097	1167.070493	496.000603
 70-74 	960.188781	686.493817	273.694965
 75-79 	725.448865	513.167982	212.280883
 80+ 	621.381488	445.190291	176.191197
Total	111137.802622	81182.228576	29955.574046
2016			
 0-4	334.444825	175.015823	159.429002
 5-9	678.892406	357.975830	320.916576
 10-14 	218.097348	115.449722	102.647626
 15-19 	124.625687	65.584622	59.041066
 20-24 	1268.198906	765.628972	502.569934
 25-29 	6380.466339	4061.685213	2318.781126
 30-34 	14542.230380	9773.579587	4768.650794
 35-39 	20915.066441	15028.438865	5886.627576
 40-44 	21247.308193	15972.979978	5274.328216
 45-49 	17856.490995	13721.348094	4135.142901
 50-54 	13341.806655	10169.108930	3172.697726
 55-59 	8615.877383	6383.630250	2232.247133
 60-64 	4524.972274	3243.957364	1281.014910
 65-69 	1932.512745	1349.068606	583.444139
 70-74 	1010.288744	711.267160	299.021584
 75-79 	729.196441	511.583089	217.613351
 80+ 	660.234772	465.724800	194.509972
Total	114380.710534	82872.026905	31508.683632
2017			
 0-4	202.030356	105.889654	96.140702
 5-9	660.550866	349.345233	311.205632
 10-14 	327.360325	173.978392	153.381933
 15-19 	129.311463	67.871988	61.439475
 20-24 	1131.618572	684.544278	447.074294
 25-29 	5901.752007	3757.119821	2144.632186
 30-34 	13747.212414	9135.464313	4611.748101
 35-39 	20536.343801	14543.786340	5992.557461
 40-44 	21372.897374	15885.054515	5487.842859
 45-49 	18294.504462	13949.904450	4344.600012
 50-54 	13665.825690	10375.332631	3290.493059
 55-59 	9157.361717	6785.338717	2372.023000
 60-64 	4984.212809	3569.559411	1414.653398
 65-69 	2215.985177	1544.892705	671.092472
 70-74 	1046.911080	726.702374	320.208707
 75-79 	720.704251	502.041103	218.663148
 80+ 	678.002629	472.152152	205.850476
Total	114772.584993	82628.978077	32143.606915
2018			
 0-4	113.538799	59.382391	54.156408
 5-9	606.607119	321.978799	284.628320
 10-14 	432.999164	230.697156	202.302008
 15-19 	144.157959	75.689950	68.468010
 20-24 	1005.634458	608.530725	397.103732
 25-29 	5391.183461	3442.716112	1948.467349
 30-34 	12733.099321	8402.200854	4330.898468
 35-39 	19726.094005	13787.860089	5938.233916
 40-44 	20995.485326	15432.979678	5562.505648
 45-49 	18419.404539	13937.700885	4481.703655
 50-54 	13722.974682	10383.882212	3339.092470
 55-59 	9497.810309	7042.972016	2454.838293
 60-64 	5371.646057	3848.970315	1522.675742
 65-69 	2502.322420	1745.392530	756.929890
 70-74 	1086.941148	745.463641	341.477508
 75-79 	707.192685	488.919405	218.273280
 80+ 	680.226537	468.542885	211.683652
Total	113137.317989	81023.879643	32113.438349
2019			
 0-4	85.229859	44.400999	40.828860
 5-9	486.351913	259.125073	227.226840
 10-14 	534.972467	285.732101	249.240366
 15-19 	172.645945	90.945119	81.700826
 20-24 	903.392435	545.185445	358.206989
 25-29 	4878.941501	3125.946414	1752.995087
 30-34 	11653.043527	7655.585862	3997.457665
 35-39 	18657.996380	12871.474979	5786.521401
 40-44 	20297.496227	14735.775768	5561.720459
 45-49 	18348.360363	13756.951401	4591.408963
 50-54 	13614.430142	10254.793171	3359.636971
 55-59 	9691.248788	7182.849132	2508.399656
 60-64 	5716.546189	4098.085900	1618.460290
 65-69 	2778.380480	1937.162820	841.217660
 70-74 	1151.187577	781.853500	369.334077
 75-79 	694.633974	475.165249	219.468725
 80+ 	674.194219	459.378409	214.815810
Total	110339.051986	78560.411342	31778.640645
2020			
 0-4	74.922670	38.947449	35.975221
 5-9	351.983341	188.250937	163.732404
 10-14 	609.090769	326.111040	282.979729
 15-19 	220.258038	116.290061	103.967977
 20-24 	829.481756	498.763732	330.718024
 25-29 	4388.401816	2817.720172	1570.681644
 30-34 	10625.321275	6961.903122	3663.418152
 35-39 	17475.327479	11900.949620	5574.377859
 40-44 	19464.752821	13932.280806	5532.472015
 45-49 	18170.248362	13477.787417	4692.460945
 50-54 	13435.523930	10055.449309	3380.074621
 55-59 	9794.343866	7243.303968	2551.039898
 60-64 	6042.916837	4333.311381	1709.605456
 65-69 	3043.165492	2118.638946	924.526546
 70-74 	1252.301982	844.810060	407.491922
 75-79 	688.400606	464.482834	223.917771
 80+ 	665.685869	448.502436	217.183434
Total	107132.126909	75767.503290	31364.623618
2021			
 0-4	67.689421	35.120207	32.569213
 5-9	235.516729	126.254928	109.261801
 10-14 	641.268745	344.312587	296.956158
 15-19 	284.187989	150.889739	133.298250
 20-24 	785.609274	471.226053	314.383222
 25-29 	3932.665396	2530.186965	1402.478431
 30-34 	9719.299163	6364.844726	3354.454438
 35-39 	16277.865137	10959.620659	5318.244478
 40-44 	18620.665894	13128.257473	5492.408421
 45-49 	17856.058098	13088.744837	4767.313261
 50-54 	13324.657899	9896.716629	3427.941270
 55-59 	9847.291782	7257.397332	2589.894450
 60-64 	6357.349015	4561.597549	1795.751467
 65-69 	3311.390512	2302.258051	1009.132461
 70-74 	1390.917701	934.853594	456.064107
 75-79 	692.272392	460.094476	232.177916
 80+ 	657.945417	438.228774	219.716643
Total	104002.650564	73050.604579	30952.045987
2022			
 0-4	63.208766	32.748711	30.460054
 5-9	141.964743	75.987960	65.976783
 10-14 	624.075608	336.089278	287.986330
 15-19 	373.354563	199.427936	173.926626
 20-24 	755.884680	453.913948	301.970732
 25-29 	3523.035776	2272.187754	1250.848022
 30-34 	8942.114558	5865.301445	3076.813113
 35-39 	15115.082659	10088.171047	5026.911611
 40-44 	17785.199604	12351.261009	5433.938595
 45-49 	17435.145921	12623.337784	4811.808138
 50-54 	13279.016859	9776.971414	3502.045445
 55-59 	9868.731731	7244.263637	2624.468094
 60-64 	6647.405081	4774.115186	1873.289895
 65-69 	3586.909575	2492.194812	1094.714763
 70-74 	1567.546055	1052.647241	514.898814
 75-79 	705.798255	462.092928	243.705326
 80+ 	652.558925	429.641331	222.917594
Total	101067.033359	70530.353421	30536.679935
2023			
 0-4	58.603950	30.316836	28.287114
 5-9	73.021127	38.796129	34.224997
 10-14 	573.298343	309.785300	263.513043
 15-19 	459.253949	246.249857	213.004092
 20-24 	746.317346	448.840813	297.476533
 25-29 	3178.929358	2056.465840	1122.463518
 30-34 	8254.892564	5433.028415	2821.864149
 35-39 	14020.617644	9308.496847	4712.120797
 40-44 	16941.875975	11599.738772	5342.137202
 45-49 	16921.825834	12096.187631	4825.638203
 50-54 	13263.985205	9674.186092	3589.799113
 55-59 	9866.251501	7211.052411	2655.199091
 60-64 	6894.972141	4955.637037	1939.335104
 65-69 	3867.436436	2687.998678	1179.437759
 70-74 	1770.420516	1189.552419	580.868098
 75-79 	734.271039	474.719076	259.551963
 80+ 	649.520148	422.615231	226.904916
Total	98275.493076	68183.667384	30091.825692
2024			
 0-4	53.934340	27.858655	26.075685
 5-9	51.336059	27.039985	24.296073
 10-14 	459.848581	249.354860	210.493721
 15-19 	543.588644	292.293562	251.295081
 20-24 	759.648884	457.262395	302.386489
 25-29 	2917.723512	1893.906744	1023.816768
 30-34 	7613.580171	5035.482032	2578.098139
 35-39 	13025.816414	8634.367075	4391.449338
 40-44 	16081.448297	10874.841211	5206.607087
 45-49 	16345.873349	11532.261178	4813.612172
 50-54 	13246.422008	9565.919069	3680.502939
 55-59 	9839.021579	7156.969199	2682.052380
 60-64 	7090.678978	5097.281259	1993.397718
 65-69 	4150.837752	2889.032225	1261.805526
 70-74 	1982.651295	1333.265389	649.385905
 75-79 	786.055603	504.162310	281.893293
 80+ 	648.867214	417.056553	231.810661
Total	95597.332680	65988.353701	29608.978975
2025			
 0-4	49.359563	25.454900	23.904663
 5-9	46.486593	24.438282	22.048311
 10-14 	332.994779	181.143803	151.850976
 15-19 	606.404865	326.727261	279.677604
 20-24 	798.119430	479.579899	318.539531
 25-29 	2740.348417	1786.150877	954.197540
 30-34 	6995.372615	4653.886679	2341.485935
 35-39 	12148.180097	8068.863400	4079.316697
 40-44 	15196.847481	10175.790485	5021.056996
 45-49 	15750.538130	10965.754680	4784.783449
 50-54 	13193.991925	9431.094208	3762.897717
 55-59 	9792.965879	7084.647815	2708.318064
 60-64 	7233.666210	5196.602598	2037.063611
 65-69 	4431.379691	3091.385157	1339.994534
 70-74 	2193.897165	1476.592000	717.305165
 75-79 	865.625835	553.533058	312.092776
 80+ 	651.420766	413.486926	237.933841
Total	93027.599441	63935.132028	29092.467410
2026			
 0-4	45.074039	23.206996	21.867043
 5-9	42.380330	22.261192	20.119137
 10-14 	223.051328	121.420175	101.631153
 15-19 	636.557050	343.570616	292.986435
 20-24 	856.910408	513.428817	343.481591
 25-29 	2639.232460	1727.639023	911.593437
 30-34 	6400.442829	4285.872745	2114.570084
 35-39 	11391.365990	7604.555137	3786.810853
 40-44 	14304.632652	9513.798442	4790.834209
 45-49 	15161.793691	10419.909918	4741.883773
 50-54 	13032.909506	9216.452390	3816.457116
 55-59 	9787.754186	7037.702091	2750.052095
 60-64 	7328.611849	5256.298495	2072.313353
 65-69 	4698.549157	3287.534460	1411.014697
 70-74 	2406.994083	1622.146565	784.847519
 75-79 	970.911896	621.174638	349.737258
 80+ 	658.311864	412.705049	245.606815
Total	90585.483318	62029.676749	28555.806568
2027			
 0-4	44.296987	22.773338	21.523650
 5-9	39.212305	20.592596	18.619708
 10-14 	134.530966	73.053570	61.477396
 15-19 	625.782718	338.126789	287.655929
 20-24 	940.890073	560.994154	379.895919
 25-29 	2584.865641	1699.559764	885.305877
 30-34 	5856.118275	3947.626566	1908.491709
 35-39 	10738.886269	7221.035326	3517.850942
 40-44 	13438.896109	8909.615084	4529.281025
 45-49 	14575.521562	9896.714836	4678.806727
 50-54 	12778.305263	8936.837403	3841.467860
 55-59 	9814.107782	7006.080706	2808.027076
 60-64 	7386.858413	5286.368560	2100.489852
 65-69 	4940.856486	3467.996880	1472.859605
 70-74 	2623.056832	1771.069736	851.987096
 75-79 	1101.887513	707.084877	394.802636
 80+ 	669.951584	414.976392	254.975192
Total	88294.024778	60280.506577	28013.518199
2028			
 0-4	46.905914	24.103015	22.802899
 5-9	35.293068	18.525998	16.767070
 10-14 	69.183116	37.246892	31.936224
 15-19 	579.066773	313.474725	265.592048
 20-24 	1022.978333	607.456104	415.522229
 25-29 	2568.772401	1694.540900	874.231501
 30-34 	5403.125992	3666.052169	1737.073823
 35-39 	10145.004793	6879.521873	3265.482920
 40-44 	12638.977444	8385.240170	4253.737274
 45-49 	13985.956278	9397.033811	4588.922467
 50-54 	12452.042557	8609.191039	3842.851518
 55-59 	9855.526211	6979.426106	2876.100104
 60-64 	7421.589333	5296.626352	2124.962981
 65-69 	5149.392131	3624.136434	1525.255697
 70-74 	2842.272056	1924.016417	918.255639
 75-79 	1251.316019	806.105701	445.210318
 80+ 	690.754502	423.411159	267.343343
Total	86158.156921	58686.108865	27472.048055
2029			
 0-4	42.884990	22.036942	20.848048
 5-9	31.785394	16.666657	15.118737
 10-14 	48.653817	25.931658	22.722159
 15-19 	472.814692	256.472811	216.341881
 20-24 	1102.817279	652.379519	450.437761
 25-29 	2589.948064	1712.073343	877.874722
 30-34 	5067.265357	3458.796600	1608.468757
 35-39 	9560.205424	6541.211905	3018.993518
 40-44 	11934.538116	7953.348430	3981.189685
 45-49 	13392.589355	8924.440506	4468.148849
 50-54 	12082.548266	8255.870032	3826.678235
 55-59 	9894.418730	6946.325013	2948.093717
 60-64 	7436.880719	5289.703250	2147.177468
 65-69 	5320.117328	3751.255817	1568.861511
 70-74 	3064.383514	2081.323534	983.059980
 75-79 	1408.166876	910.474871	497.692005
 80+ 	726.543687	442.074939	284.468748
Total	84176.561608	57240.385827	26936.175781
2030			
 0-4	44.401637	22.787000	21.614637
 5-9	28.794608	15.070987	13.723620
 10-14 	44.033079	23.436529	20.596550
 15-19 	357.523362	194.222944	163.300418
 20-24 	1162.552081	685.988404	476.563676
 25-29 	2645.960618	1750.234074	895.726544
 30-34 	4851.453095	3329.858987	1521.594108
 35-39 	8961.419849	6186.146822	2775.273027
 40-44 	11335.557228	7612.583310	3722.973917
 45-49 	12793.735213	8480.151788	4313.583425
 50-54 	11704.667265	7903.643438	3801.023827
 55-59 	9909.554175	6893.813299	3015.740876
 60-64 	7439.523655	5269.327846	2170.195809
 65-69 	5453.601026	3848.365110	1605.235917
 70-74 	3285.798341	2240.601433	1045.196908
 75-79 	1565.546694	1015.554460	549.992234
 80+ 	780.471482	473.105641	307.365841
Total	82364.593408	55944.892072	26419.701334
2031			
 0-4	44.305959	22.739992	21.565966
 5-9	27.120956	14.155071	12.965886
 10-14 	40.118043	21.350065	18.767978
 15-19 	255.230556	138.816082	116.414474
 20-24 	1191.995773	702.831267	489.164506
 25-29 	2728.552646	1804.533829	924.018817
 30-34 	4743.238322	3271.214677	1472.023645
 35-39 	8354.643172	5816.353512	2538.289660
 40-44 	10836.664792	7350.471370	3486.193422
 45-49 	12201.582228	8071.841144	4129.741084
 50-54 	11336.962764	7568.980160	3767.982604
 55-59 	9844.626232	6782.332131	3062.294101
 60-64 	7474.992017	5268.168402	2206.823614
 65-69 	5553.163137	3917.345633	1635.817504
 70-74 	3498.859638	2396.534975	1102.324663
 75-79 	1725.426885	1123.110158	602.316727
 80+ 	851.275107	515.560745	335.714362
Total	80708.758227	54786.339213	25922.419013
2032			
 0-4	44.200357	22.688653	21.511704
 5-9	27.367609	14.237019	13.130591
 10-14 	37.112237	19.750704	17.361533
 15-19 	168.361275	91.867212	76.494063
 20-24 	1184.445100	699.274430	485.170670
 25-29 	2835.153457	1872.387104	962.766353
 30-34 	4703.920840	3257.577018	1446.343822
 35-39 	7782.004853	5460.064179	2321.940675
 40-44 	10415.133891	7143.450543	3271.683348
 45-49 	11638.388723	7712.116373	3926.272350
 50-54 	10974.488491	7252.186582	3722.301909
 55-59 	9708.653082	6621.235471	3087.417611
 60-64 	7535.849020	5278.394024	2257.454996
 65-69 	5626.512108	3965.070294	1661.441814
 70-74 	3695.002177	2542.210808	1152.791369
 75-79 	1888.535899	1233.861400	654.674499
 80+ 	938.679341	569.267864	369.411477
Total	79203.808460	53755.639678	25448.168784
2033			
 0-4	43.837043	22.502377	21.334666
 5-9	28.668414	14.884296	13.784118
 10-14 	33.400234	17.768420	15.631814
 15-19 	107.716507	58.969395	48.747112
 20-24 	1143.861201	677.976124	465.885077
 25-29 	2938.292532	1937.847373	1000.445159
 30-34 	4712.974373	3274.003881	1438.970492
 35-39 	7302.173408	5159.130204	2143.043204
 40-44 	10018.931508	6949.049610	3069.881897
 45-49 	11129.826310	7414.126456	3715.699854
 50-54 	10610.834928	6952.694572	3658.140356
 55-59 	9516.212910	6421.594647	3094.618263
 60-64 	7608.775245	5291.798960	2316.976285
 65-69 	5682.708490	3998.122183	1684.586306
 70-74 	3867.571765	2671.265273	1196.306492
 75-79 	2054.690988	1348.029543	706.661445
 80+ 	1040.422311	632.625670	407.796641
Total	77840.898167	52842.388984	24998.509181
2034			
 0-4	43.586567	22.373925	21.212642
 5-9	29.951975	15.539775	14.412200
 10-14 	30.082754	15.983167	14.099587
 15-19 	88.254449	48.323194	39.931255
 20-24 	1051.722839	628.803225	422.919614
 25-29 	3033.427348	1997.193770	1036.233577
 30-34 	4767.601155	3319.515936	1448.085219
 35-39 	6951.514174	4940.621785	2010.892390
 40-44 	9594.568720	6725.990759	2868.577961
 45-49 	10695.336480	7184.899270	3510.437210
 50-54 	10243.404683	6671.777449	3571.627234
 55-59 	9288.008090	6199.451259	3088.556831
 60-64 	7679.550879	5299.298404	2380.252474
 65-69 	5723.947582	4017.700892	1706.246690
 70-74 	4013.466522	2780.130620	1233.335902
 75-79 	2223.274393	1465.548064	757.726328
 80+ 	1153.002715	703.177214	449.825501
Total	76610.701325	52036.328708	24574.372615
2035			
 0-4	43.413828	22.284883	21.128945
 5-9	31.313549	16.251136	15.062413
 10-14 	27.260255	14.450119	12.810136
 15-19 	82.236610	45.068600	37.168010
 20-24 	950.099946	574.140248	375.959697
 25-29 	3101.768443	2039.572786	1062.195657
 30-34 	4863.410197	3391.141296	1472.268901
 35-39 	6739.068304	4813.932662	1925.135642
 40-44 	9120.914993	6456.534149	2664.380844
 45-49 	10339.066645	7020.737471	3318.329173
 50-54 	9868.672164	6408.947908	3459.724256
 55-59 	9050.615122	5974.975130	3075.639992
 60-64 	7731.130623	5290.666122	2440.464501
 65-69 	5754.574020	4025.829436	1728.744584
 70-74 	4132.862819	2867.823046	1265.039773
 75-79 	2391.440403	1584.567639	806.872765
 80+ 	1274.320872	779.537927	494.782945
Total	75502.168793	51326.460558	24175.708234
2036			
 0-4	43.240893	22.196005	21.044888
 5-9	32.233840	16.741026	15.492815
 10-14 	25.683267	13.570064	12.113203
 15-19 	77.428207	42.469667	34.958540
 20-24 	859.118706	524.816809	334.301897
 25-29 	3133.333613	2059.521294	1073.812319
 30-34 	4988.855517	3481.854659	1507.000857
 35-39 	6651.386754	4770.826978	1880.559776
 40-44 	8611.146998	6149.117826	2462.029172
 45-49 	10052.355499	6908.660949	3143.694550
 50-54 	9494.145680	6168.789823	3325.355857
 55-59 	8818.078424	5760.673214	3057.405210
 60-64 	7719.014304	5235.058132	2483.956172
 65-69 	5809.386662	4047.134214	1762.252448
 70-74 	4227.753104	2935.321820	1292.431284
 75-79 	2553.745822	1701.409124	852.336698
 80+ 	1405.464594	862.654837	542.809757
Total	74502.371884	50700.816441	23801.555443
2037			
 0-4	43.026269	22.085727	20.940543
 5-9	32.325688	16.798672	15.527016
 10-14 	25.912019	13.647586	12.264433
 15-19 	73.825634	40.499497	33.326136
 20-24 	780.105577	481.675987	298.429590
 25-29 	3123.983405	2055.294669	1068.688736
 30-34 	5134.754268	3584.125091	1550.629177
 35-39 	6643.295375	4780.798001	1862.497374
 40-44 	8118.902701	5842.187658	2276.715043
 45-49 	9811.967211	6826.228742	2985.738469
 50-54 	9135.895256	5960.168664	3175.726592
 55-59 	8586.147985	5556.761771	3029.386214
 60-64 	7649.406753	5139.103547	2510.303206
 65-69 	5882.713138	4075.662630	1807.050507
 70-74 	4303.302440	2987.219833	1316.082607
 75-79 	2704.249225	1811.341685	892.907540
 80+ 	1547.209219	953.198386	594.010834
Total	73597.022163	50146.798146	23450.224017
2038			
 0-4	42.771019	21.954525	20.816494
 5-9	32.147235	16.704282	15.442953
 10-14 	27.130614	14.269897	12.860717
 15-19 	69.721819	38.254642	31.467177
 20-24 	720.789569	448.619130	272.170439
 25-29 	3079.919285	2031.286353	1048.632931
 30-34 	5271.499828	3679.170775	1592.329053
 35-39 	6687.462121	4824.120173	1863.341948
 40-44 	7708.582232	5583.398613	2125.183618
 45-49 	9568.186556	6733.461870	2834.724685
 50-54 	8813.476866	5792.954826	3020.522040
 55-59 	8349.512675	5362.865932	2986.646744
 60-64 	7533.334328	5011.086735	2522.247593
 65-69 	5964.228510	4105.169795	1859.058715
 70-74 	4365.751534	3027.876223	1337.875311
 75-79 	2838.399861	1910.005942	928.393919
 80+ 	1698.244706	1050.483796	647.760910
Total	72771.158758	49651.683509	23119.475247
2039			
 0-4	42.512508	21.821637	20.690871
 5-9	32.040186	16.648599	15.391587
 10-14 	28.333028	14.901679	13.431349
 15-19 	65.808024	36.105195	29.702828
 20-24 	694.228055	432.819669	261.408386
 25-29 	2987.560640	1980.374006	1007.186635
 30-34 	5390.332288	3759.763587	1630.568701
 35-39 	6780.953179	4900.132973	1880.820207
 40-44 	7414.456981	5399.101349	2015.355632
 45-49 	9268.937854	6590.497516	2678.440339
 50-54 	8541.930888	5672.550167	2869.380721
 55-59 	8105.844160	5179.996927	2925.847233
 60-64 	7386.910047	4863.413992	2523.496055
 65-69 	6042.876701	4128.755329	1914.121372
 70-74 	4416.162758	3057.644451	1358.518307
 75-79 	2954.095688	1994.945003	959.150684
 80+ 	1856.089696	1153.042080	703.047615
Total	72009.072681	49202.514159	22806.558522
2040			
 0-4	42.200443	21.661426	20.539017
 5-9	31.946422	16.600122	15.346300
 10-14 	29.609103	15.588631	14.020472
 15-19 	62.277865	34.153040	28.124825
 20-24 	677.642749	422.315890	255.326859
 25-29 	2883.569983	1921.943685	961.626298
 30-34 	5471.912703	3814.163800	1657.748903
 35-39 	6918.052642	5005.091693	1912.960948
 40-44 	7246.513061	5299.437667	1947.075394
 45-49 	8893.399780	6380.509767	2512.890013
 50-54 	8323.676161	5595.555937	2728.120224
 55-59 	7852.030916	5007.735988	2844.294928
 60-64 	7231.229860	4711.986233	2519.243628
 65-69 	6105.686000	4138.930418	1966.755582
 70-74 	4457.122489	3077.366453	1379.756035
 75-79 	3051.462965	2065.427661	986.035304
 80+ 	2017.748106	1258.962234	758.785872
Total	71296.081248	48787.430645	22508.650602
2041			
 0-4	41.926168	21.520387	20.405781
