Number on ART by age			
	Vietnam_test		
 60-64 	5175.280398	3223.022878	1952.257521
 65-69 	4693.899946	3077.627153	1616.272793
 70-74 	3455.518418	2318.085832	1137.432587
 75-79 	2380.433953	1572.046563	808.387390
 80+ 	1747.771597	1053.663512	694.108085
Total	36946.577368	23796.842354	13149.735014
2042			
 0-4	25.008456	12.891735	12.116721
 5-9	31.626556	16.436699	15.189857
 10-14 	30.548493	16.119342	14.429151
 15-19 	28.550204	15.089999	13.460205
 20-24 	136.827958	80.383163	56.444795
 25-29 	616.524220	391.994891	224.529329
 30-34 	1596.505153	1040.154953	556.350200
 35-39 	2197.960753	1512.450060	685.510693
 40-44 	2528.158055	1774.928636	753.229420
 45-49 	3192.628521	2187.073617	1005.554905
 50-54 	4009.746382	2562.920050	1446.826332
 55-59 	4625.237685	2770.608292	1854.629394
 60-64 	5010.897635	3079.110099	1931.787536
 65-69 	4655.710315	3018.271374	1637.438941
 70-74 	3512.895884	2341.937729	1170.958156
 75-79 	2431.139472	1605.479868	825.659603
 80+ 	1885.494284	1143.432829	742.061455
Total	36602.643530	23614.731112	12987.912422
2043			
 0-4	24.814762	12.791773	12.022989
 5-9	31.372191	16.305607	15.066584
 10-14 	30.378895	16.029070	14.349825
 15-19 	29.511070	15.578000	13.933070
 20-24 	132.868870	77.958567	54.910303
 25-29 	578.276080	370.522410	207.753670
 30-34 	1586.747421	1036.901602	549.845819
 35-39 	2313.182787	1588.633563	724.549223
 40-44 	2598.440700	1831.532097	766.908602
 45-49 	3076.257245	2132.822612	943.434633
 50-54 	3904.197037	2545.294687	1358.902350
 55-59 	4391.276908	2649.643699	1741.633209
 60-64 	4837.787771	2938.152944	1899.634827
 65-69 	4583.018797	2935.141158	1647.877639
 70-74 	3574.744660	2365.355550	1209.389110
 75-79 	2473.566688	1631.932876	841.633813
 80+ 	2019.248663	1230.591248	788.657415
Total	36272.256395	23440.313913	12831.942479
2044			
 0-4	24.619746	12.691104	11.928642
 5-9	31.086880	16.157894	14.928986
 10-14 	30.276524	15.976006	14.300518
 15-19 	30.445612	16.061596	14.384016
 20-24 	129.047721	75.581012	53.466709
 25-29 	563.287467	360.955665	202.331803
 30-34 	1539.562079	1012.530179	527.031900
 35-39 	2416.663564	1655.236094	761.427470
 40-44 	2687.552104	1898.474607	789.077498
 45-49 	3001.493996	2100.618638	900.875358
 50-54 	3790.462339	2515.741825	1274.720514
 55-59 	4193.004254	2560.913838	1632.090416
 60-64 	4655.300005	2801.803434	1853.496571
 65-69 	4486.238161	2836.190143	1650.048018
 70-74 	3633.489146	2383.719817	1249.769329
 75-79 	2508.611644	1651.751914	856.859729
 80+ 	2146.850113	1313.275604	833.574509
Total	35953.974505	23272.504374	12681.470132
2045			
 0-4	24.406210	12.580913	11.825297
 5-9	30.794158	16.005756	14.788402
 10-14 	30.187109	15.929741	14.257368
 15-19 	31.412468	16.572074	14.840394
 20-24 	125.512732	73.338276	52.174456
 25-29 	554.879412	354.664865	200.214547
 30-34 	1481.565022	981.059904	500.505118
 35-39 	2495.271304	1704.812895	790.458409
 40-44 	2794.671525	1975.240622	819.430902
 45-49 	2973.468318	2096.040388	877.427930
 50-54 	3655.456758	2464.129195	1191.327563
 55-59 	4034.149171	2503.458042	1530.691129
 60-64 	4462.496763	2670.883232	1791.613531
 65-69 	4379.329302	2731.815557	1647.513745
 70-74 	3679.810215	2391.660497	1288.149718
 75-79 	2538.551765	1665.907036	872.644728
 80+ 	2267.078494	1390.345599	876.732895
Total	35644.428204	23108.961002	12535.467199
2046			
 0-4	24.149133	12.448353	11.700780
 5-9	30.519395	15.862481	14.656914
 10-14 	30.069740	15.869637	14.200103
 15-19 	32.039470	16.907690	15.131780
 20-24 	122.849491	71.550982	51.298509
 25-29 	545.133148	347.498074	197.635073
 30-34 	1427.030353	950.055384	476.974969
 35-39 	2541.938422	1733.744966	808.193456
 40-44 	2913.526868	2058.202363	855.324505
 45-49 	2989.759170	2118.359031	871.400139
 50-54 	3500.571970	2391.206410	1109.365560
 55-59 	3912.399390	2472.119684	1440.279706
 60-64 	4264.808051	2548.970510	1715.837541
 65-69 	4269.673662	2628.641052	1641.032610
 70-74 	3692.210331	2375.156328	1317.054003
 75-79 	2579.530519	1685.200166	894.330353
 80+ 	2379.571739	1461.597083	917.974656
Total	35340.519120	22947.570665	12392.948454
2047			
 0-4	23.831972	12.284839	11.547133
 5-9	30.268881	15.731721	14.537160
 10-14 	29.883935	15.773202	14.110733
 15-19 	32.052774	16.918472	15.134302
 20-24 	121.478380	70.454236	51.024144
 25-29 	534.655308	339.831370	194.823938
 30-34 	1376.825069	920.115242	456.709827
 35-39 	2555.022204	1741.852416	813.169788
 40-44 	3038.870545	2143.104539	895.766006
 45-49 	3034.143176	2157.452079	876.691096
 50-54 	3345.993121	2311.216322	1034.776799
 55-59 	3818.168247	2457.318393	1360.849854
 60-64 	4072.532244	2441.933231	1630.599013
 65-69 	4155.278556	2527.295486	1627.983070
 70-74 	3673.348234	2337.246225	1336.102009
 75-79 	2628.860121	1706.880239	921.979882
 80+ 	2484.905886	1527.744684	957.161202
Total	35040.103442	22786.942458	12253.160982
2048			
 0-4	23.499701	12.113443	11.386258
 5-9	30.023199	15.603698	14.419501
 10-14 	29.643944	15.647382	13.996562
 15-19 	31.883255	16.821838	15.061417
 20-24 	120.885152	69.806398	51.078754
 25-29 	523.117796	331.565962	191.551834
 30-34 	1333.344948	892.586159	440.758788
 35-39 	2542.327667	1734.272288	808.055380
 40-44 	3153.380900	2219.224913	934.155987
 45-49 	3097.772513	2207.147532	890.624980
 50-54 	3218.166923	2243.360374	974.806549
 55-59 	3730.511757	2442.607601	1287.904156
 60-64 	3897.379995	2355.635983	1541.744013
 65-69 	4033.714561	2428.213775	1605.500786
 70-74 	3628.508603	2281.829948	1346.678654
 75-79 	2681.443696	1728.078411	953.365284
 80+ 	2583.870899	1588.911375	994.959524
Total	34742.642353	22626.791603	12115.850748
2049			
 0-4	23.166689	11.941710	11.224979
 5-9	29.768035	15.470945	14.297090
 10-14 	29.375326	15.505693	13.869633
 15-19 	31.782308	16.762983	15.019326
 20-24 	120.532524	69.339782	51.192741
 25-29 	511.783629	323.440720	188.342909
 30-34 	1306.971279	873.326945	433.644335
 35-39 	2494.664672	1706.579060	788.085612
 40-44 	3252.389440	2282.838965	969.550475
 45-49 	3180.794523	2268.338423	912.456100
 50-54 	3132.459819	2199.177790	933.282029
 55-59 	3627.178251	2411.708268	1215.469984
 60-64 	3748.575380	2293.424834	1455.150546
 65-69 	3904.209034	2332.534992	1571.674041
 70-74 	3565.655277	2214.894667	1350.760610
 75-79 	2731.647986	1745.465399	986.182587
 80+ 	2675.527548	1644.042399	1031.485149
Total	34448.791771	22467.711923	11981.079848
2050			
 0-4	22.822577	11.764340	11.058237
 5-9	29.489626	15.326377	14.163249
 10-14 	29.099860	15.359681	13.740179
 15-19 	31.702954	16.715639	14.987315
 20-24 	120.515681	69.115806	51.399874
 25-29 	501.347418	315.897021	185.450397
 30-34 	1284.568735	855.865135	428.703599
 35-39 	2435.856086	1671.411363	764.444724
 40-44 	3324.398163	2327.416319	996.981844
 45-49 	3282.045217	2340.306595	941.738622
 50-54 	3094.346384	2184.087370	910.259014
 55-59 	3497.915795	2356.708223	1141.207573
 60-64 	3628.847742	2254.316618	1374.531123
 65-69 	3765.309772	2240.403490	1524.906282
 70-74 	3494.855399	2143.804152	1351.051247
 75-79 	2772.048728	1754.836479	1017.212249
 80+ 	2759.700037	1692.418686	1067.281351
Total	34156.282236	22308.203692	11848.078544
